compensation_paid_pct,court_cases_active,court_cases_recent_90d,court_case_avg_age_days,rr_progress_pct,possession_refusing_pct,st_families,forest_clearance_applied,days_since_forest_clearance_needed,months_elapsed,months_total,dept_response_days,total_land_area_hectares,est_families_affected,lao_backlog_ratio,political_cycle_proximity,document_rejection_rate,is_schedule_v_tribal,is_forest_land,is_urban_commercial,stage_completed,risk_score,risk_level,actual_delay_months,actual_delay_days,persona
50.1,9,3,237.15525258311897,45.9,32.9,7,1,0,21,48,19.6,323.0,81,3.11,25,0.317,1,0,0,0,57.5,HIGH,12.6,383,HIGH_backlog
29.8,18,3,334.94367714588407,5.5,48.7,85,0,172,34,36,23.1,759.9,173,4.59,10,0.651,1,0,0,0,91.2,CRITICAL,26.0,790,CRITICAL_injunction
85.4,1,0,52.710837085683856,96.7,0.7,0,1,0,6,24,9.0,213.7,28,0.33,36,0.072,0,0,1,1,12.0,LOW,1.6,49,LOW_streamlined
70.5,5,0,79.57678514734596,67.4,15.6,0,1,0,10,24,11.3,212.5,23,1.92,32,0.125,0,0,0,1,22.8,LOW,1.3,40,MODERATE_standard
72.1,3,1,174.72095094194418,57.4,8.9,0,1,0,19,36,9.8,109.4,14,1.21,37,0.121,0,0,0,1,23.7,LOW,0.1,3,MODERATE_standard
25.5,14,2,293.2061928251915,12.0,54.8,6,0,324,50,60,31.3,474.2,132,4.53,14,0.495,0,0,0,0,93.4,CRITICAL,23.5,714,CRITICAL_injunction
21.8,10,4,423.4962239085015,13.1,52.2,169,1,208,32,60,33.3,1158.1,259,5.01,9,0.778,1,0,0,1,78.5,CRITICAL,31.4,955,CRITICAL_injunction
75.8,0,0,32.603828533956026,91.1,1.2,0,1,0,8,18,4.8,82.4,4,0.68,39,0.023,0,0,1,1,12.0,LOW,0.3,9,LOW_streamlined
26.3,14,4,532.9126611005045,18.4,46.0,15,1,165,35,60,29.1,1160.1,313,4.69,13,0.452,0,0,0,0,71.1,CRITICAL,30.9,939,CRITICAL_injunction
80.7,2,0,51.74975111024109,90.5,7.8,0,1,0,7,24,6.9,82.6,12,0.67,34,0.057,0,0,1,1,15.0,LOW,0.1,3,LOW_streamlined
35.0,10,3,535.1871614776796,22.4,64.8,12,0,313,34,48,33.7,804.8,257,4.65,12,0.487,0,1,0,0,85.5,CRITICAL,27.9,848,CRITICAL_injunction
79.6,1,0,49.699765543464125,91.5,7.4,0,1,0,6,18,5.8,224.5,23,0.74,47,0.059,0,0,0,1,12.0,LOW,0.3,9,LOW_streamlined
15.6,12,4,385.10014228509755,22.3,47.6,118,0,355,50,60,25.8,989.7,221,5.19,23,0.794,1,0,0,0,94.0,CRITICAL,23.8,724,CRITICAL_injunction
14.7,10,3,303.0078034634781,12.9,44.4,34,1,244,41,48,23.7,558.0,94,3.69,11,0.77,1,0,0,0,75.5,CRITICAL,31.6,961,CRITICAL_injunction
76.3,0,0,26.759671758602433,97.6,7.5,0,1,0,4,30,4.6,20.2,8,0.78,29,0.053,0,0,1,1,12.0,LOW,1.8,55,LOW_streamlined
22.4,12,4,461.1315798992878,5.2,56.4,15,0,295,32,48,32.2,1018.4,317,5.07,17,0.604,0,1,0,0,92.2,CRITICAL,20.7,629,CRITICAL_injunction
21.1,18,2,290.2551996592527,11.3,54.8,4,0,170,31,48,24.3,286.4,81,3.73,3,0.714,0,1,0,1,92.2,CRITICAL,30.6,930,CRITICAL_injunction
49.2,6,1,260.06260030593324,43.8,35.8,20,0,102,35,48,18.3,425.0,84,2.46,5,0.393,0,0,0,0,62.4,HIGH,8.4,255,HIGH_backlog
29.6,10,2,439.3033664338979,19.9,58.2,74,0,196,37,60,21.6,649.1,147,4.93,8,0.508,1,0,0,1,88.0,CRITICAL,21.0,638,CRITICAL_injunction
16.1,12,5,306.7005267952256,17.8,37.0,71,1,193,29,60,31.5,775.1,190,4.11,10,0.556,1,0,0,1,75.3,CRITICAL,28.6,869,CRITICAL_injunction
28.4,12,2,474.25876115764544,7.8,55.1,76,0,183,45,48,21.3,363.5,138,4.45,20,0.643,1,0,0,1,92.9,CRITICAL,31.6,961,CRITICAL_injunction
73.3,3,0,80.48784913356596,66.4,9.5,0,1,0,8,36,15.1,139.0,18,1.48,28,0.151,0,0,1,0,15.7,LOW,0.9,27,MODERATE_standard
78.6,1,0,35.04647022082527,90.6,0.8,0,1,0,12,30,5.8,94.7,10,0.5,25,0.077,0,0,1,1,12.0,LOW,0.5,15,LOW_streamlined
52.0,6,3,288.1116922739951,31.1,35.3,3,0,0,33,36,21.0,177.7,52,2.4,17,0.289,0,1,0,1,57.2,HIGH,10.3,313,HIGH_backlog
92.5,1,0,12.919811202957696,90.2,4.7,0,1,0,17,30,5.1,46.1,5,0.87,31,0.036,0,0,1,1,12.0,LOW,1.3,40,LOW_streamlined
91.8,0,0,12.768956707397896,97.7,4.6,0,1,0,4,24,4.3,83.4,7,0.82,42,0.034,0,0,1,1,12.0,LOW,2.4,73,LOW_streamlined
26.3,12,3,381.0085490754565,9.2,55.6,11,0,151,26,48,34.1,777.3,228,5.0,2,0.718,0,0,0,0,90.4,CRITICAL,16.2,492,CRITICAL_injunction
40.6,6,1,202.002795218845,35.2,25.3,8,0,44,32,48,23.0,159.3,45,2.46,9,0.415,1,0,0,1,54.4,HIGH,13.6,413,HIGH_backlog
17.8,12,3,524.4447436283,21.0,50.5,16,0,255,34,36,23.9,1454.3,338,4.72,14,0.589,0,0,0,0,93.8,CRITICAL,30.1,915,CRITICAL_injunction
95.9,0,0,36.29785496340203,81.0,5.3,0,1,0,13,24,4.3,202.6,21,0.48,35,0.078,0,0,0,1,12.0,LOW,1.9,58,LOW_streamlined
31.2,12,5,397.67362323945673,20.3,49.7,166,1,216,38,36,31.1,1015.9,323,5.2,12,0.658,1,0,0,0,72.3,CRITICAL,29.0,882,CRITICAL_injunction
41.5,9,1,224.14554975322042,43.8,33.5,7,0,0,36,36,20.4,260.2,53,3.19,11,0.485,0,0,0,0,59.3,HIGH,13.1,398,HIGH_backlog
66.1,3,0,166.6508062246831,68.4,16.1,1,1,0,20,24,12.7,246.1,40,1.88,27,0.163,0,1,1,1,30.1,MODERATE,4.3,131,MODERATE_standard
88.5,0,0,29.044357414734804,86.0,0.4,0,1,0,8,24,5.8,179.2,14,0.24,28,0.08,0,0,0,1,12.0,LOW,0.8,24,LOW_streamlined
21.3,10,3,438.57634874646214,13.6,49.9,34,0,299,43,48,30.1,276.2,60,4.05,7,0.612,1,0,0,0,94.0,CRITICAL,17.5,532,CRITICAL_injunction
52.3,6,3,225.2648145248097,33.4,22.4,18,1,0,34,36,18.5,364.0,78,3.25,23,0.379,0,0,0,0,50.5,HIGH,8.5,258,HIGH_backlog
50.8,7,2,183.64932497056384,29.1,31.7,19,1,0,22,48,20.3,367.0,102,3.38,17,0.259,0,0,0,1,54.8,HIGH,12.2,371,HIGH_backlog
91.0,1,0,28.825982034824246,94.7,3.5,0,1,0,5,24,8.5,160.6,23,0.4,46,0.064,0,0,0,0,12.0,LOW,0.1,3,LOW_streamlined
46.0,7,1,287.73609644213485,44.6,30.9,14,1,45,32,48,22.7,579.3,139,2.33,5,0.341,1,0,0,0,54.0,HIGH,14.9,453,HIGH_backlog
30.0,10,2,482.67556979572043,20.8,52.3,8,1,120,45,48,33.7,896.1,171,4.75,11,0.704,0,0,0,1,75.0,CRITICAL,23.5,714,CRITICAL_injunction
13.4,10,5,421.12714685791957,16.6,63.6,87,0,150,27,36,33.6,627.5,209,4.68,18,0.461,1,0,0,1,93.7,CRITICAL,20.3,617,CRITICAL_injunction
72.7,3,1,70.71435018373566,68.3,8.8,2,1,0,23,24,14.8,365.1,63,1.24,17,0.084,0,1,1,1,29.7,MODERATE,6.5,198,MODERATE_standard
23.3,10,2,354.5916523654847,6.5,38.8,19,0,133,26,36,21.2,1485.8,399,3.88,21,0.67,0,0,0,0,83.0,CRITICAL,21.9,666,CRITICAL_injunction
42.6,9,2,243.92494846735636,28.2,34.8,13,1,76,21,36,19.0,670.9,204,2.57,5,0.38,0,0,0,1,60.2,HIGH,10.3,313,HIGH_backlog
63.7,3,1,63.723723905393456,66.8,8.1,2,1,0,11,24,10.9,412.5,49,1.76,28,0.114,0,0,1,1,30.0,MODERATE,6.6,201,MODERATE_standard
62.8,2,0,126.21323259746734,63.2,13.8,0,1,0,19,36,11.8,114.2,22,1.27,32,0.148,0,0,1,1,23.3,LOW,1.7,52,MODERATE_standard
59.6,2,1,121.64097506600228,59.0,10.7,0,1,0,12,36,13.1,83.6,14,1.43,28,0.14,0,0,1,0,22.9,LOW,2.1,64,MODERATE_standard
61.9,2,1,142.7895567067846,64.4,12.3,1,1,0,21,36,12.8,192.5,42,1.61,9,0.141,0,0,0,1,30.3,MODERATE,5.6,170,MODERATE_standard
85.9,1,0,54.974994182942545,81.8,3.2,0,1,0,4,18,7.8,30.7,3,0.79,44,0.074,0,0,1,1,12.0,LOW,1.1,33,LOW_streamlined
79.0,0,0,16.72337764102776,86.1,4.7,0,1,0,10,24,6.6,236.7,30,0.23,43,0.034,0,0,1,0,12.0,LOW,0.8,24,LOW_streamlined
42.9,9,1,273.72592583362484,30.9,23.9,3,1,68,31,36,18.6,219.2,34,2.55,14,0.415,0,0,0,1,55.0,HIGH,14.8,450,HIGH_backlog
45.0,6,3,201.9562637975247,42.9,28.8,3,0,0,34,48,18.6,168.1,39,2.3,27,0.294,0,0,0,0,53.1,HIGH,14.9,453,HIGH_backlog
16.7,12,3,351.0536117893589,5.3,64.6,34,0,346,27,36,26.8,212.0,48,5.0,16,0.616,1,0,0,1,94.0,CRITICAL,27.9,848,CRITICAL_injunction
95.6,2,0,10.38304334452195,97.4,7.6,0,1,0,12,30,7.7,232.8,22,0.39,37,0.079,0,0,0,1,12.0,LOW,0.6,18,LOW_streamlined
42.9,8,2,192.98413131737811,33.4,30.5,17,0,0,28,36,19.1,741.3,205,3.54,15,0.43,0,0,0,0,62.4,HIGH,9.2,280,HIGH_backlog
39.2,7,1,222.64231825313527,29.6,34.4,17,0,66,21,36,19.3,250.8,85,3.28,15,0.482,0,1,0,0,65.5,HIGH,11.0,334,HIGH_backlog
69.9,2,1,158.8171651185856,51.0,13.0,1,1,0,19,36,13.7,442.6,81,1.86,30,0.206,0,0,0,1,29.0,MODERATE,4.7,143,MODERATE_standard
62.3,5,0,99.97398694664514,62.2,11.8,0,1,0,17,24,9.1,168.5,26,1.98,22,0.211,0,0,0,1,30.6,MODERATE,4.4,134,MODERATE_standard
59.1,3,0,89.84009834074072,54.8,14.0,0,1,0,18,36,14.7,94.1,24,1.67,38,0.087,0,0,0,0,28.0,MODERATE,6.1,185,MODERATE_standard
44.9,8,2,182.771822216542,39.0,26.5,12,0,0,35,36,20.2,419.4,81,2.99,23,0.458,0,1,0,0,54.6,HIGH,9.0,274,HIGH_backlog
86.1,1,0,16.092512512921147,87.7,0.4,0,1,0,4,24,7.5,144.6,18,0.51,41,0.047,0,0,1,1,12.0,LOW,0.8,24,LOW_streamlined
69.4,2,1,164.46509557270554,70.9,16.7,0,1,0,20,24,11.7,300.4,37,1.85,31,0.191,0,0,0,1,24.1,MODERATE,6.8,207,MODERATE_standard
72.2,3,0,126.43099307744524,50.9,11.1,2,1,0,14,36,13.8,448.4,95,1.57,29,0.086,0,0,0,1,26.4,MODERATE,3.9,119,MODERATE_standard
43.9,6,1,260.04067405950593,45.3,24.6,28,1,0,26,36,22.5,558.8,122,3.47,24,0.309,0,0,0,0,48.2,HIGH,11.5,350,HIGH_backlog
49.2,9,3,202.8379722190184,44.1,25.8,9,1,0,23,36,21.8,205.8,51,3.57,24,0.395,1,1,0,1,58.7,HIGH,13.8,420,HIGH_backlog
71.9,2,0,141.21207260287167,60.9,11.6,1,1,0,12,24,14.2,442.2,96,1.32,23,0.194,0,0,0,1,23.3,LOW,1.5,46,MODERATE_standard
48.6,6,2,212.1816088122717,44.2,34.7,27,1,112,22,48,17.3,551.2,163,2.29,11,0.395,0,0,0,0,49.0,HIGH,8.8,268,HIGH_backlog
29.3,14,3,357.3919502690304,15.2,56.2,76,0,261,33,60,20.2,693.9,208,5.3,14,0.754,1,0,0,0,93.4,CRITICAL,22.7,690,CRITICAL_injunction
44.3,7,2,279.8068106510773,41.7,25.9,12,0,0,33,48,17.2,703.0,223,2.61,17,0.336,1,0,0,0,52.6,HIGH,8.4,255,HIGH_backlog
47.7,7,1,181.1366329851793,27.9,34.0,5,1,0,36,36,21.4,165.7,23,3.51,6,0.332,1,1,0,1,63.9,HIGH,11.1,337,HIGH_backlog
54.7,6,1,267.25625659699193,29.4,28.3,5,1,0,26,48,20.5,219.4,42,2.54,6,0.256,0,1,0,1,50.1,HIGH,8.6,261,HIGH_backlog
21.6,10,5,317.396830012793,12.7,47.0,9,0,196,48,36,21.1,637.2,197,3.8,2,0.552,0,0,0,0,88.8,CRITICAL,26.3,800,CRITICAL_injunction
25.5,10,3,423.05836690165654,15.8,62.4,46,1,267,36,60,35.0,380.4,76,4.81,10,0.566,1,0,0,0,73.7,CRITICAL,29.9,909,CRITICAL_injunction
67.8,3,0,86.37263007178123,70.8,9.9,2,1,0,18,36,13.8,371.7,79,1.28,7,0.166,0,1,1,1,28.4,MODERATE,7.3,222,MODERATE_standard
15.8,12,3,280.0899013289791,7.1,47.8,6,0,147,25,60,25.6,478.6,135,3.61,4,0.531,0,1,0,0,93.9,CRITICAL,27.4,833,CRITICAL_injunction
45.1,9,1,216.57378632482727,45.5,29.9,1,1,0,37,36,21.8,107.5,30,3.56,26,0.301,0,1,0,0,60.1,HIGH,12.7,386,HIGH_backlog
44.0,7,1,283.45672343139506,41.5,23.1,17,1,84,35,36,20.3,493.6,89,2.57,25,0.393,1,0,0,1,49.6,HIGH,9.4,286,HIGH_backlog
40.9,7,3,221.88311162898054,31.2,21.7,10,1,0,27,36,23.3,243.1,46,2.79,9,0.291,1,0,0,1,55.6,HIGH,11.6,353,HIGH_backlog
36.0,12,3,354.4579568936539,13.1,48.7,6,0,355,41,60,33.1,576.7,137,4.13,8,0.486,0,1,0,0,89.5,CRITICAL,21.9,666,CRITICAL_injunction
67.8,2,1,104.65889138343144,55.7,11.7,1,1,0,23,24,14.7,430.6,65,1.43,18,0.189,0,0,0,1,27.8,MODERATE,4.1,125,MODERATE_standard
58.7,2,0,160.26443536561035,54.9,11.1,0,1,0,8,24,13.8,118.2,31,1.54,36,0.084,0,0,1,1,26.4,MODERATE,6.7,204,MODERATE_standard
35.6,10,2,435.93442973483855,17.6,36.1,6,0,193,34,48,30.0,694.8,122,4.58,10,0.514,0,1,0,0,85.1,CRITICAL,25.8,784,CRITICAL_injunction
23.2,12,5,368.8045267694165,11.3,55.6,4,0,161,42,60,23.6,357.8,82,4.43,19,0.706,0,0,0,1,93.0,CRITICAL,19.8,602,CRITICAL_injunction
47.5,6,1,298.7005805666663,27.7,33.4,12,1,68,19,36,18.6,375.0,91,2.33,19,0.396,1,0,0,1,52.8,HIGH,10.2,310,HIGH_backlog
77.1,1,0,56.347031156005436,83.4,6.1,0,1,0,9,30,4.1,184.4,35,0.89,37,0.046,0,0,0,1,12.0,LOW,1.3,40,LOW_streamlined
87.1,1,0,40.57154036139444,76.7,3.4,0,1,0,11,30,4.6,228.2,27,0.56,29,0.014,0,0,0,1,12.0,LOW,0.5,15,LOW_streamlined
38.3,6,3,305.6027072758661,36.3,29.7,5,1,65,30,48,22.2,231.7,35,3.5,13,0.451,0,0,0,1,60.1,HIGH,10.8,328,HIGH_backlog
28.3,12,5,366.0500527376188,10.2,59.8,20,1,242,50,48,25.8,1362.5,405,3.82,21,0.797,0,0,0,0,72.8,CRITICAL,27.2,827,CRITICAL_injunction
76.4,1,0,10.40263108126406,81.3,4.2,0,1,0,7,24,8.2,155.5,26,0.87,37,0.061,0,0,1,0,12.0,LOW,0.5,15,LOW_streamlined
89.8,0,0,23.03146489374832,83.2,0.7,0,1,0,12,30,4.9,229.8,34,0.3,25,0.045,0,0,0,1,12.0,LOW,1.5,46,LOW_streamlined
40.1,8,3,224.30643442930017,31.2,31.9,8,1,0,19,48,17.0,677.9,139,2.29,6,0.358,0,1,0,1,60.7,HIGH,12.9,392,HIGH_backlog
54.2,7,2,188.8408882669609,33.2,25.4,6,0,60,35,48,23.3,226.6,44,3.53,10,0.439,0,0,0,1,59.4,HIGH,9.7,295,HIGH_backlog
66.6,3,0,122.63159433645123,53.6,10.8,0,1,0,14,36,15.7,323.7,43,1.64,26,0.098,0,0,1,0,24.9,MODERATE,6.5,198,MODERATE_standard
25.3,18,3,362.8082630044895,7.5,43.0,156,0,265,51,36,22.5,1289.8,427,4.34,22,0.765,1,0,0,1,90.8,CRITICAL,24.5,745,CRITICAL_injunction
70.9,2,0,79.01125792874153,68.6,9.9,0,1,0,18,36,15.9,389.9,56,1.57,7,0.22,0,0,1,0,17.9,LOW,2.1,64,MODERATE_standard
41.6,6,1,183.74143059432447,45.6,32.7,6,0,116,19,48,22.9,564.3,118,2.68,6,0.375,0,0,0,1,61.8,HIGH,12.7,386,HIGH_backlog
59.0,2,0,161.92005055374926,72.0,10.8,0,1,0,16,36,11.1,95.0,17,1.33,36,0.123,0,1,1,0,23.7,LOW,1.9,58,MODERATE_standard
25.8,18,3,359.22094570523666,19.7,57.4,11,0,219,36,60,28.9,944.2,236,4.34,5,0.614,0,0,0,0,90.8,CRITICAL,18.6,565,CRITICAL_injunction
14.0,10,3,414.8817821024294,9.0,50.7,6,0,298,46,60,30.9,484.3,138,4.32,15,0.652,0,0,0,0,94.0,CRITICAL,25.6,778,CRITICAL_injunction
77.8,1,0,32.92069158960989,94.1,7.1,0,1,0,12,18,8.7,218.8,22,0.78,29,0.059,0,0,1,1,12.0,LOW,1.2,36,LOW_streamlined
24.7,18,5,331.71690080020585,22.9,53.5,274,0,237,39,36,33.6,1433.3,389,4.54,23,0.794,1,0,0,0,93.1,CRITICAL,30.0,912,CRITICAL_injunction
14.8,10,3,542.7846672454158,17.2,61.8,6,0,326,30,48,20.2,426.0,123,5.46,10,0.693,0,1,0,0,94.0,CRITICAL,22.3,678,CRITICAL_injunction
79.7,0,0,30.77482227684194,87.5,7.2,0,1,0,4,30,8.4,82.6,7,0.46,42,0.032,0,0,0,1,12.0,LOW,0.4,12,LOW_streamlined
86.1,1,0,36.834420593138645,95.7,4.2,0,1,0,16,30,7.7,29.3,6,0.36,43,0.047,0,0,1,1,12.0,LOW,1.1,33,LOW_streamlined
59.3,3,0,158.8700433392987,58.8,17.0,0,1,0,22,24,10.3,383.3,66,1.45,14,0.197,0,0,1,0,25.8,MODERATE,4.7,143,MODERATE_standard
62.7,2,1,96.58334289337029,52.7,13.3,0,1,0,10,36,10.6,55.7,12,1.73,35,0.169,0,0,1,1,26.4,MODERATE,4.7,143,MODERATE_standard
59.4,3,0,112.56182115096973,66.9,10.3,2,1,0,16,24,10.0,385.8,80,1.87,9,0.172,0,0,0,1,30.9,MODERATE,5.1,155,MODERATE_standard
77.1,1,0,40.295287265776906,94.3,6.9,0,1,0,6,30,5.8,228.1,24,0.36,36,0.074,0,0,1,1,12.0,LOW,0.1,3,LOW_streamlined
47.1,7,3,285.3689959488695,28.1,26.1,18,1,0,24,48,20.9,305.3,85,2.78,17,0.425,0,0,0,1,52.8,HIGH,9.3,283,HIGH_backlog
38.0,7,2,208.66357428859357,43.7,25.4,10,0,51,27,36,21.8,185.7,52,2.31,19,0.295,0,1,0,1,56.0,HIGH,9.8,298,HIGH_backlog
91.4,2,0,23.848214042110364,94.5,1.1,0,1,0,17,30,5.7,125.9,16,0.29,24,0.057,0,0,1,1,12.0,LOW,0.0,0,LOW_streamlined
59.6,2,0,161.635985004916,55.8,8.4,1,1,0,13,36,11.2,222.8,41,1.62,30,0.136,0,0,1,1,28.4,MODERATE,6.7,204,MODERATE_standard
48.1,8,1,271.9461754061155,33.3,21.8,21,1,68,21,48,22.3,391.8,114,2.39,13,0.366,0,1,0,1,51.6,HIGH,11.0,334,HIGH_backlog
71.8,3,0,128.52237010851644,64.4,8.9,0,1,0,15,36,12.4,373.4,68,1.44,16,0.167,0,0,1,1,17.9,LOW,1.9,58,MODERATE_standard
62.1,4,0,98.56969212240094,69.0,17.2,0,1,0,8,36,15.2,137.1,17,1.69,16,0.145,0,0,1,0,25.4,MODERATE,7.1,216,MODERATE_standard
17.7,12,5,357.114844651205,17.6,60.4,49,0,195,49,48,31.8,354.1,98,4.4,4,0.584,1,0,0,1,94.0,CRITICAL,30.8,936,CRITICAL_injunction
69.1,2,1,69.62305937338853,52.3,17.5,0,1,0,22,24,11.7,83.8,16,1.68,35,0.116,0,1,0,1,28.8,MODERATE,5.3,161,MODERATE_standard
87.9,0,0,52.002950913812356,97.9,1.4,0,1,0,17,18,4.7,248.7,33,0.67,44,0.047,0,0,0,1,12.0,LOW,0.9,27,LOW_streamlined
13.5,12,4,492.73200452207516,5.4,63.9,46,1,337,41,36,33.8,467.7,129,4.62,12,0.466,1,0,0,0,77.0,CRITICAL,22.6,687,CRITICAL_injunction
50.3,7,2,202.6296469939084,33.3,25.4,7,1,115,29,48,20.9,230.4,67,3.3,21,0.374,0,0,0,0,51.3,HIGH,10.4,316,HIGH_backlog
46.8,6,1,249.27746949478248,27.0,30.9,22,0,108,35,36,18.5,458.2,111,3.55,21,0.348,0,0,0,0,65.5,HIGH,8.1,246,HIGH_backlog
43.3,7,1,303.77456321274957,35.1,35.7,19,0,71,20,48,16.2,374.0,83,3.5,28,0.487,1,1,0,0,70.4,CRITICAL,29.5,897,HIGH_backlog
38.9,9,1,221.8181261882142,29.4,21.9,27,1,89,25,48,21.2,630.4,127,2.72,9,0.43,0,1,0,0,58.8,HIGH,9.0,274,HIGH_backlog
49.2,7,2,220.2001979075384,26.8,26.0,36,0,0,27,36,18.9,618.9,150,2.37,14,0.26,0,0,0,1,53.9,HIGH,11.8,359,HIGH_backlog
55.7,6,2,317.3143215493425,33.7,31.1,30,0,66,34,48,19.3,562.4,154,3.47,23,0.495,0,0,0,0,54.2,HIGH,11.1,337,HIGH_backlog
45.3,9,1,314.0690811597809,35.8,32.9,3,1,0,20,48,23.0,123.8,31,3.25,10,0.496,0,1,0,0,59.9,HIGH,11.3,344,HIGH_backlog
26.4,14,5,364.176293946075,23.2,57.9,30,1,216,48,48,27.1,216.6,64,5.29,14,0.552,1,0,0,0,75.9,CRITICAL,24.1,733,CRITICAL_injunction
30.0,18,5,452.334417243439,9.5,45.8,89,1,154,37,48,21.5,630.4,128,4.73,4,0.745,1,0,0,0,72.1,CRITICAL,27.4,833,CRITICAL_injunction
85.5,1,0,12.648588741018399,80.0,6.2,0,1,0,5,18,7.9,88.4,12,0.63,23,0.06,0,0,1,1,12.0,LOW,2.3,70,LOW_streamlined
86.3,1,0,33.8941497315995,95.9,1.4,0,1,0,7,30,8.1,229.9,30,0.52,32,0.01,0,0,0,1,12.0,LOW,1.2,36,LOW_streamlined
19.3,12,5,517.8954870235303,10.4,64.0,152,0,357,41,36,30.5,1163.2,338,3.92,10,0.567,1,0,0,1,91.0,CRITICAL,28.2,857,CRITICAL_injunction
92.0,0,0,22.983772779447463,87.3,1.8,0,1,0,17,18,7.1,170.2,23,0.23,46,0.074,0,0,1,1,12.0,LOW,2.2,67,LOW_streamlined
71.9,3,0,131.50018762808668,64.5,13.1,1,1,0,22,24,9.1,184.3,50,1.39,37,0.123,0,0,0,0,27.9,MODERATE,4.1,125,MODERATE_standard
92.5,2,0,22.275869524422983,79.0,5.4,0,1,0,9,30,5.2,72.7,4,0.77,15,0.026,0,0,1,1,12.0,LOW,1.4,43,LOW_streamlined
35.8,12,4,466.2120342977676,5.3,57.1,125,0,253,43,60,23.4,581.1,204,5.38,17,0.533,1,0,0,1,92.5,CRITICAL,30.8,936,CRITICAL_injunction
58.3,2,0,136.91572751967982,57.9,9.1,1,1,0,19,24,14.7,207.4,31,1.78,33,0.173,0,1,1,0,29.8,MODERATE,4.3,131,MODERATE_standard
94.8,1,0,17.49274602926472,82.7,2.5,0,1,0,13,24,8.7,207.1,11,0.56,45,0.034,0,0,0,1,12.0,LOW,1.2,36,LOW_streamlined
54.2,9,3,199.75104901271243,31.0,24.6,6,0,46,20,48,22.6,207.6,48,2.97,21,0.373,1,1,0,0,60.4,HIGH,9.1,277,HIGH_backlog
76.5,0,0,40.26176100840817,78.8,7.2,0,1,0,16,24,8.5,99.4,16,0.38,39,0.06,0,0,1,1,12.0,LOW,1.2,36,LOW_streamlined
44.4,6,2,317.4658676269197,28.0,33.4,29,0,67,20,48,21.3,538.7,136,2.36,29,0.37,0,0,0,0,60.9,HIGH,10.4,316,HIGH_backlog
26.9,12,3,543.0828112995823,21.5,53.6,12,0,174,27,60,23.9,702.4,256,3.67,23,0.697,0,1,0,1,89.1,CRITICAL,27.3,830,CRITICAL_injunction
70.4,5,0,135.34377239326426,52.1,14.3,0,1,0,18,36,14.6,304.6,43,1.95,26,0.116,0,0,0,0,27.5,MODERATE,3.3,100,MODERATE_standard
64.5,3,0,175.41017902054895,69.7,13.1,0,1,0,19,36,12.2,127.8,17,1.6,25,0.114,0,0,1,0,25.3,MODERATE,6.3,192,MODERATE_standard
29.2,12,2,387.4003886746849,6.1,44.3,129,1,162,46,60,25.8,1035.4,215,5.43,7,0.568,1,0,0,1,78.3,CRITICAL,22.4,681,CRITICAL_injunction
22.8,12,3,450.2907096645723,6.0,56.5,53,1,128,38,48,26.4,413.6,92,5.12,16,0.456,1,0,0,1,76.8,CRITICAL,19.6,596,CRITICAL_injunction
79.0,0,0,56.6009075662364,83.0,1.2,0,1,0,14,24,5.5,35.0,5,0.81,30,0.072,0,0,1,1,12.0,LOW,2.1,64,LOW_streamlined
35.4,18,2,317.5343342463547,16.5,57.3,96,0,133,31,60,30.0,598.3,134,3.98,4,0.593,1,0,0,0,86.6,CRITICAL,18.7,568,CRITICAL_injunction
44.3,9,1,259.8548987679468,29.8,25.8,27,1,0,36,48,22.5,589.7,144,2.24,21,0.399,0,0,0,1,53.9,HIGH,10.2,310,HIGH_backlog
16.1,14,3,513.417095428031,20.2,59.7,68,0,198,30,60,23.4,322.8,110,4.43,5,0.759,1,0,0,1,91.7,CRITICAL,25.2,766,CRITICAL_injunction
78.0,1,0,42.10930280173981,86.2,7.5,0,1,0,15,18,6.5,143.7,8,0.3,39,0.051,0,0,0,1,13.6,LOW,1.4,43,LOW_streamlined
52.2,7,3,181.79698419554316,42.9,32.4,26,1,0,30,36,17.3,513.3,136,2.67,19,0.38,0,0,0,1,55.5,HIGH,13.2,401,HIGH_backlog
14.5,14,2,492.33971905888586,5.8,59.8,10,0,236,28,60,32.1,763.8,200,4.91,19,0.718,0,0,0,1,94.0,CRITICAL,21.5,654,CRITICAL_injunction
68.0,5,0,125.8495998556101,55.5,9.9,1,1,0,23,24,10.1,193.5,46,1.35,16,0.111,0,1,1,0,31.3,MODERATE,4.5,137,MODERATE_standard
16.6,10,2,320.2323067211458,22.8,55.4,12,0,217,39,48,20.9,961.5,242,5.25,14,0.566,0,0,0,1,94.0,CRITICAL,21.4,651,CRITICAL_injunction
68.2,3,1,80.27450422302441,66.4,10.1,2,1,0,16,24,14.3,449.3,49,1.18,25,0.157,0,0,0,1,22.6,LOW,2.1,64,MODERATE_standard
68.1,4,0,147.67097197159404,68.7,8.1,0,1,0,10,24,9.7,55.2,8,1.58,15,0.216,0,0,1,0,22.6,LOW,0.9,27,MODERATE_standard
47.8,7,2,202.42866561537636,29.6,32.6,5,0,0,20,36,17.7,270.1,75,2.98,14,0.48,1,0,0,0,62.0,HIGH,11.4,347,HIGH_backlog
69.2,3,1,70.85835502194632,60.9,13.2,2,1,0,9,24,15.1,288.5,63,1.44,35,0.182,0,0,1,1,29.1,MODERATE,3.1,94,MODERATE_standard
